codice,"sito associazione",email
502,http://www.assonanza.it,mirandola@fondazionecgandreoli.it
503,http://www.assonanza.it,eventi@assonanza.it
504,http://www.assonanza.it,foto@assonanza.it
505,http://www.assonanza.it,mirandola@fondazionecgandreoli.it
506,http://www.assonanza.it,daniela.ghesini@gmail.com
507,http://www.teatrocarcere-emiliaromagna.it,info@teatrocarcere-emiliaromagna.it
508,http://www.assp-padova.it/,info@assp-padova.it
509,http://www.musicanovecento.com,assmusicanovecento@gmail.com
510,http://www.musicanovecento.com,musica900@pec.it
511,http://www.teatrocontinuo.it/,info@teatrocontinuo.it
512,http://www.musicaperta.it,info@musicaperta.it
513,http://www.teatrodelinutile.com/,info@teatrodelinutile.com
514,http://www.teatrodelinutile.com/,direzione@teatrodelinutile.com
515,http://www.teatrodelinutile.com/,distribuzione@teatrodelinutile.com
516,http://www.teatrodelinutile.com/,comunicazione@teatrodelinutile.com
517,http://www.atateatropadova.it,info@atateatropadova.it
518,http://www.atateatropadova.it,gianlucameis@gmail.com
519,http://www.atateatropadova.it,francesco_ferrarese@alice.it
520,http://www.vivi-amovillabreda.blogspot.it/,associazione.viviamovillabreda@gmail.com
521,http://www.vivi-amovillabreda.blogspot.it/,lucia.barbato@tiscali.it
522,http://www.mystartpage.it,segnalazioni@mystartpage.it
523,http://www.teatrofuorirotta.it/,info@teatrofuorirotta.it
524,http://www.nairionlus.org/,info@nairionlus.org
525,http://www.viviautismo.org/,info@viviautismo.org
526,http://www.neuropatia.it/,v.criconia@piccinonline.com
527,http://www.nidoilgirotondo.com/,girotondopadova@gmail.com
528,http://www.teatroinvisibile.it,info@teatroinvisibile.it
529,http://www.teatroinvisibile.it,antoniocargnello@gmail.com
530,http://www.teatroinvisibile.it,saracele@hotmail.com
531,http://www.aipp.eu/home,dentaloffice@gmail.com
532,http://www.teatroinvisibile.it,info@teatroinvisibile.it
533,http://www.autieri.it/,anai.castropretorio@alice.it
534,http://www.autieri.it/,snvphotographer@gmail.com
535,http://www.autieri.it/,studiolegale@gmail.com
536,http://www.autieri.it/,anai.castropretorio@alice.it
537,http://www.autieri.it/,snvphotographer@gmail.com
538,http://www.autieri.it/,studiolegale@gmail.com
539,http://www.teatrolaterale.it,info@teatrolaterale.it
540,http://www.teatronecessario.it/,info@teatronecessario.it
541,http://www.teatronecessario.it/,daisy@teatronecessario.it
542,http://www.noipadova.it,padova@noiassociazione.it
543,http://www.teatronucleo.org,info@teatronucleo.org
544,http://www.teatronucleo.org,organizzazione@teatronucleo.org
545,http://www.teatronucleo.org,cett@teatronucleo.org
546,http://www.teatronucleo.org,amministrazione@teatronucleo.org
547,http://www.nonprofitonline.it,redazione@nonprofitonline.it
548,http://www.aiutiamoliaviverepadovaest.org/,padovaest@aiutiamoliavivere.it
550,http://www.ynsula.it/,info@ynsula.it
551,http://www.riverfilmfestival.org/,info@riverfilmfestival.org
552,http://www.riverfilmfestival.org/,direzione@riverfilmfestival.org
553,http://www.riverfilmfestival.org/,programmazione@riverfilmfestival.org
554,http://www.riverfilmfestival.org/,technical@riverfilmfestival.org
555,http://www.riverfilmfestival.org/,press@riverfilmfestival.org
558,http://www.almc.it,almcbabi@tiscalinet.it
559,http://www.almc.it,per.almc@alice.it
560,http://www.cittadarte.emilia-romagna.it,supportocitta@aptservizi.com
561,http://www.cittadarte.emilia-romagna.it,supportoweb@aptservizi.com
562,http://www.alvisecornaro.org/,info@alvisecornaro.org
563,http://www.ambpadova.it/,ambpadova@alice.it
564,http://www.ambpadova.it/,ambpd@lycos.it
565,http://www.rm.camcom.it,webmaster@assetcamera.it
566,http://www.rm.camcom.it,segreterie.commissioni@rm.camcom.it
567,http://www.rm.camcom.it,sportellocredito@assetcamera.it
568,http://www.rm.camcom.it,artigianato@rm.camcom.it
569,http://www.rm.camcom.it,ambiente@rm.camcom.it
570,http://www.rm.camcom.it,info@fgas.it
571,http://www.rm.camcom.it,assistenza@fgas.it
572,http://www.rm.camcom.it,denuncerea@rm.camcom.it
573,http://www.rm.camcom.it,abilitazioni@rm.camcom.it
574,http://www.rm.camcom.it,lcm.amministrazione@rm.camcom.it
575,http://www.rm.camcom.it,info@assetcamera.it
576,http://www.rm.camcom.it,posta@romamercati.com
577,http://www.rm.camcom.it,promoroma@promoroma.com
578,http://www.rm.camcom.it,vidimazionelibri@rm.camcom.it
579,http://www.rm.camcom.it,marchibrevetti@rm.legalmail.camcom.it
580,http://www.rm.camcom.it,firmadigitale@rm.camcom.it
581,http://www.rm.camcom.it,sportelloentipubblici@rm.legalmail.camcom.it
582,http://www.rm.camcom.it,roma@infocamere.it
583,http://www.rm.camcom.it,cciaaroma@rm.legalmail.camcom.it
584,http://www.rm.camcom.it,callcenter-cciaa-roma@infocamere.it
585,http://www.rm.camcom.it,denuncerea@rm.camcom.it%20
586,http://www.rm.camcom.it,callcenter-cciaa-roma@infocamere.it
587,http://www.rosminipadova.it/,info@rosminipadova.it
588,http://www.sa-ero.archivi.beniculturali.it,sa-ero@beniculturali.it
589,http://www.santegidio.org/,info@santegidio.org
590,http://www.santegidio.org/,santegidio_firenze@hotmail.com
591,http://www.santegidio.org/,s.egidiogenova@gmail.com
592,http://www.santegidio.org/,santegidiolivorno@gmail.com
593,http://www.santegidio.org/,comunidad@santegidiomadrid.org
594,http://www.santegidio.org/,santegidiousa@gmail.com
595,http://www.santegidio.org/,santegidio@aol.com
596,http://www.santegidio.org/,santegidio@seznam.cz
601,http://www.teatroinvisibile.it,antoniocargnello@gmail.com
602,http://www.teatroinvisibile.it,saracele@hotmail.com
